client_id,group_id,mobile,email,ip_address,address,bank_account,device_id,occupation,declared_income,monthly_turnover,fo_premium,illiquid_trades,fund_transfer_count,login_frequency,shared_accounts,trading_pattern_score,risk_country,transaction_amount,rapid_withdrawal,suspicious_flag
C1163,G878,9189086333,user163@gmail.com,192.168.31.152,Pune,AXIS668458,DEV6063,Business,3609691,10924771,17394,2,10,41,0,17,No,899767,No,0
C1164,G29,9000001040,user164@gmail.com,10.0.18.2,Delhi,ICICI851763,DEV3907,Retired,220896,45329361,1302415,5,36,148,5,95,No,2094625,Yes,1
C1165,G76,9000002803,user165@gmail.com,10.0.4.2,Coimbatore,HDFC265154,DEV8157,Retired,582614,14867513,1083476,17,52,82,7,79,No,3706191,Yes,1
C1166,G879,9759331874,user166@gmail.com,192.168.72.178,Kochi,SBI836109,DEV7415,Retired,3593269,4745298,55967,3,5,23,0,16,Yes,814234,No,0
C1167,G463,9656465515,user167@gmail.com,10.0.17.1,Bangalore,SBI378095,DEV4435,Business,1440575,9719208,447255,3,12,52,2,45,Yes,672143,No,1
C1168,G811,9773538202,user168@gmail.com,192.168.1.13,Kolkata,SBI969067,DEV8855,Retired,4276056,8040612,53604,3,8,29,1,39,Yes,443580,No,0
C1169,G338,9035876704,user169@gmail.com,10.0.10.1,Hyderabad,SBI552275,DEV3703,SelfEmployed,619624,7489752,458411,4,17,40,0,70,No,690509,No,1
C1170,G352,9203994042,user170@gmail.com,192.168.71.185,Coimbatore,ICICI104000,DEV8005,Salaried,956300,14446346,411847,5,8,33,3,71,No,2359186,Yes,0
C1171,G1341,9644476518,user171@gmail.com,192.168.62.52,Bangalore,AXIS593821,DEV9013,Investor,815886,4472094,54782,2,2,35,0,24,No,873002,No,0
C1172,G279,9000000117,user172@gmail.com,10.0.6.3,Pune,HDFC977740,DEV5400,SelfEmployed,599974,34790126,691292,19,17,103,9,84,Yes,3209566,Yes,1
C1173,G657,9092027526,user173@gmail.com,192.168.70.106,Kochi,ICICI182790,DEV7468,Retired,877128,23575797,163946,8,21,56,4,78,Yes,2291557,Yes,1
C1174,G1230,9859477004,user174@gmail.com,192.168.74.174,Kochi,AXIS182175,DEV8133,Business,1836880,3017994,127713,1,3,18,0,13,Yes,94748,No,0
C1175,G965,9343328397,user175@gmail.com,192.168.94.235,Bangalore,KOTAK716118,DEV9561,Retired,1330039,7511223,114164,4,6,22,1,5,No,874758,No,0
C1176,G77,9000002677,user176@gmail.com,10.0.17.2,Kochi,ICICI501650,DEV8955,SelfEmployed,305071,17089032,1480033,8,33,138,7,98,No,4446795,Yes,1
C1177,G142,9000008423,user177@gmail.com,10.0.5.1,Kochi,ICICI490532,DEV1331,Trader,621233,12602651,1130037,15,59,100,2,93,No,4986419,Yes,1
C1178,G552,9735354265,user178@gmail.com,10.0.7.5,Mumbai,AXIS896386,DEV9462,Retired,1030153,19868324,436454,6,18,68,0,47,No,2152693,Yes,1
C1179,G1228,9849856342,user179@gmail.com,192.168.21.17,Hyderabad,SBI361609,DEV1541,Student,4851306,7767679,45559,4,10,6,0,17,Yes,260477,No,0
C1180,G1422,9213792490,user180@gmail.com,192.168.36.95,Ahmedabad,AXIS715388,DEV6730,Trader,4837307,7659586,42472,0,4,28,1,33,Yes,236209,No,0
C1181,G965,9804190892,user181@gmail.com,192.168.89.24,Hyderabad,HDFC382154,DEV7709,SelfEmployed,830271,7485495,23015,1,10,18,0,19,Yes,760614,No,0
C1182,G1486,9732506384,user182@gmail.com,192.168.2.122,Mumbai,AXIS992952,DEV6713,Student,2052912,11085488,12218,1,5,43,1,22,No,494393,No,0
C1183,G455,9885097007,user183@gmail.com,192.168.75.27,Chennai,ICICI390334,DEV5278,Investor,1472722,17557067,688730,6,14,73,0,65,No,567752,No,1
C1184,G565,9966031608,user184@gmail.com,10.0.18.1,Kolkata,SBI711344,DEV4111,Trader,1785232,15723517,246726,2,25,61,2,51,Yes,2055591,No,1
C1185,G1354,9842776797,user185@gmail.com,192.168.61.233,Pune,ICICI860413,DEV3999,Investor,4855665,6036433,54560,4,3,23,0,35,No,184159,No,0
C1186,G928,9381482646,user186@gmail.com,192.168.29.191,Hyderabad,SBI765213,DEV2166,Student,4127179,6558579,107434,2,10,23,1,12,Yes,543393,No,0
C1187,G1398,9409814203,user187@gmail.com,192.168.68.77,Kolkata,HDFC916779,DEV2324,Student,1053504,3529642,46009,1,6,31,1,14,No,381752,No,0
C1188,G882,9336525794,user188@gmail.com,192.168.82.15,Chennai,KOTAK554779,DEV8035,Student,4392097,5589036,64888,1,10,15,1,10,No,185691,No,0
C1189,G1093,9005013454,user189@gmail.com,192.168.5.137,Delhi,ICICI427252,DEV3112,Salaried,3729801,1236174,94466,4,4,6,0,20,No,287256,No,0
C1190,G1014,9179336562,user190@gmail.com,192.168.9.211,Chennai,HDFC459381,DEV9031,Trader,3101501,5879280,129518,4,10,38,1,32,Yes,770141,No,0
C1191,G507,9000001796,user191@gmail.com,192.168.17.55,Chennai,SBI785315,DEV1323,Salaried,1636675,21932692,277193,3,16,75,0,59,Yes,1372857,Yes,0
C1192,G1090,9132709191,user192@gmail.com,192.168.71.65,Ahmedabad,SBI636435,DEV2928,Trader,1884523,4447632,12439,2,7,11,1,13,Yes,489170,No,0
C1193,G1210,9213295228,user193@gmail.com,192.168.78.52,Hyderabad,HDFC821634,DEV8875,Trader,4988467,4383514,103827,3,5,15,0,40,Yes,570465,No,0
C1194,G46,9000003733,user194@gmail.com,10.0.17.3,Ahmedabad,ICICI586830,DEV1820,Salaried,356389,16045345,1373123,7,21,102,5,84,Yes,3483214,Yes,1
C1195,G998,9386777550,user195@gmail.com,192.168.87.81,Kolkata,KOTAK381342,DEV2522,Trader,1572248,2593809,22029,0,3,15,1,27,No,508976,No,0
C1196,G506,9490204687,user196@gmail.com,10.0.11.9,Ahmedabad,HDFC741018,DEV7221,Retired,1284452,10596165,218548,4,6,90,1,41,No,2044946,No,1
C1197,G1401,9944839377,user197@gmail.com,192.168.94.250,Mumbai,ICICI112960,DEV9598,Retired,4652365,9189341,39605,3,8,7,0,21,Yes,736789,No,0
C1198,G1386,9937530764,user198@gmail.com,192.168.44.133,Coimbatore,SBI112210,DEV3571,SelfEmployed,1398948,8261982,75162,3,6,29,0,40,No,692686,No,0
C1199,G870,9080385942,user199@gmail.com,192.168.97.126,Pune,SBI581395,DEV8277,Retired,2620747,6551494,82917,0,9,19,1,30,No,296415,No,0
C1200,G256,9000001612,user200@gmail.com,10.0.9.9,Bangalore,SBI966028,DEV2489,Retired,721533,53847120,337264,8,40,122,2,87,No,5606174,Yes,1
C1201,G1276,9222104833,user201@gmail.com,192.168.84.172,Ahmedabad,AXIS219562,DEV2596,Retired,3459292,7095875,24227,1,8,26,1,28,Yes,800689,No,0
C1202,G182,9000002646,user202@gmail.com,10.0.16.6,Coimbatore,SBI366641,DEV4209,Business,592052,57116868,522973,6,25,133,4,96,Yes,4432708,Yes,1
C1203,G1103,9231487470,user203@gmail.com,192.168.59.212,Delhi,KOTAK628689,DEV3205,Student,3434792,2808009,118650,0,10,12,1,34,Yes,740441,No,0
C1204,G750,9594022242,user204@gmail.com,192.168.56.215,Kochi,KOTAK735605,DEV6273,SelfEmployed,4651126,9528410,56452,4,3,13,0,29,No,739461,No,0
C1205,G1324,9983451128,user205@gmail.com,192.168.89.196,Delhi,KOTAK413433,DEV9975,Retired,2895088,7675150,99878,2,8,13,0,31,No,681792,No,0
C1206,G1267,9679231134,user206@gmail.com,192.168.28.52,Delhi,ICICI689593,DEV8870,SelfEmployed,3037557,6793064,44779,1,9,39,1,12,No,847730,No,0
C1207,G1247,9307012827,user207@gmail.com,192.168.55.207,Chennai,HDFC400538,DEV5105,Business,4984976,2786278,16624,3,3,8,0,17,Yes,329947,No,0
C1208,G1003,9219044298,user208@gmail.com,192.168.97.139,Chennai,ICICI826596,DEV1769,Student,3608846,8593275,36864,4,9,19,1,20,No,585740,No,0
C1209,G1402,9335709651,user209@gmail.com,192.168.71.14,Chennai,AXIS286044,DEV2220,Business,2708402,4407238,126146,1,6,42,0,17,Yes,358467,No,0
C1210,G823,9405013519,user210@gmail.com,192.168.6.110,Hyderabad,HDFC141880,DEV3518,Trader,2816602,3182154,52186,4,5,5,1,34,Yes,794163,No,0
C1211,G1341,9661004783,user211@gmail.com,192.168.85.78,Ahmedabad,AXIS669460,DEV9798,Student,3603839,2222736,93324,4,4,16,0,37,Yes,217112,No,0
C1212,G410,9355479984,user212@gmail.com,192.168.28.244,Kochi,ICICI499898,DEV2857,Student,1512536,20933563,688602,2,8,72,2,63,No,1308092,Yes,0
C1213,G990,9026527569,user213@gmail.com,192.168.67.211,Pune,SBI200617,DEV3742,Retired,4914337,9535166,126800,3,1,23,0,25,Yes,588857,No,0
C1214,G916,9719766863,user214@gmail.com,192.168.81.199,Delhi,ICICI139726,DEV2433,Salaried,4158526,2743602,63891,4,7,9,0,6,Yes,531532,No,0
C1215,G429,9617361056,user215@gmail.com,192.168.34.105,Kolkata,SBI475075,DEV9238,Salaried,1346079,18571023,554059,7,5,54,0,69,No,324741,Yes,0
C1216,G1009,9651295118,user216@gmail.com,192.168.12.73,Ahmedabad,AXIS935474,DEV9941,Trader,3799528,7628900,18079,3,3,39,0,13,Yes,833028,No,0
C1217,G674,9011972445,user217@gmail.com,192.168.72.37,Bangalore,AXIS777308,DEV9397,Business,487604,5168773,513224,10,22,90,0,54,Yes,1181025,No,0
C1218,G616,9208656189,user218@gmail.com,10.0.17.2,Chennai,ICICI474486,DEV3100,Investor,1975048,23416387,583671,10,7,48,0,51,Yes,711890,Yes,1
C1219,G36,9000004040,user219@gmail.com,10.0.10.1,Ahmedabad,ICICI946934,DEV6182,Student,672536,32034932,1592563,14,59,144,4,88,Yes,5755182,Yes,1
C1220,G127,9000000771,user220@gmail.com,10.0.19.3,Kolkata,AXIS678469,DEV2783,Business,490119,34124697,581659,15,45,129,9,81,Yes,3562483,Yes,1
C1221,G844,9957022906,user221@gmail.com,192.168.69.51,Hyderabad,KOTAK373276,DEV9904,SelfEmployed,1241412,2265001,14883,4,1,42,1,18,No,88436,No,0
C1222,G853,9392794766,user222@gmail.com,192.168.51.58,Kochi,SBI794868,DEV4913,Retired,3041077,3246154,131818,4,9,10,1,28,Yes,576560,No,0
C1223,G844,9479125557,user223@gmail.com,192.168.21.46,Kochi,ICICI345386,DEV1701,Investor,1826406,9111841,104056,0,4,36,0,9,Yes,327198,No,0
C1224,G1070,9416711804,user224@gmail.com,192.168.61.235,Ahmedabad,KOTAK697856,DEV3848,Student,989545,1669489,94953,0,9,45,1,21,No,656739,No,0
C1225,G1370,9964463486,user225@gmail.com,192.168.10.133,Hyderabad,SBI626214,DEV3276,Student,3756874,4739628,145363,3,6,27,1,35,Yes,683561,No,0
C1226,G564,9227114760,user226@gmail.com,10.0.5.5,Pune,KOTAK269078,DEV7732,Salaried,1662528,8970503,341535,8,15,76,0,65,Yes,2308294,No,0
C1227,G294,9000000916,user227@gmail.com,10.0.4.8,Coimbatore,KOTAK690982,DEV1305,Investor,241094,48404342,607998,6,25,103,4,86,No,4401214,Yes,1
C1228,G922,9482328432,user228@gmail.com,192.168.78.255,Ahmedabad,HDFC859364,DEV6614,Student,4640527,3861635,67504,3,10,14,0,37,Yes,327370,No,0
C1229,G498,9000001424,user229@gmail.com,10.0.15.4,Kolkata,AXIS791423,DEV3135,SelfEmployed,713652,8231244,286040,9,24,68,0,69,Yes,2411115,Yes,0
C1230,G1494,9728597565,user230@gmail.com,192.168.84.111,Coimbatore,KOTAK943706,DEV2600,Student,4128953,7213902,21387,4,7,19,1,29,Yes,417544,No,0
C1231,G693,9000004333,user231@gmail.com,10.0.16.5,Kolkata,ICICI528705,DEV6935,Salaried,940656,11342492,105735,2,23,63,0,68,Yes,330174,No,0
C1232,G1300,9272336071,user232@gmail.com,192.168.34.219,Coimbatore,KOTAK605904,DEV3928,Trader,4153091,10473594,105851,4,5,30,0,31,No,628923,No,0
C1233,G458,9831284997,user233@gmail.com,192.168.18.219,Bangalore,AXIS766764,DEV1086,Retired,1968280,12709845,568288,4,8,43,4,60,Yes,1719511,Yes,0
C1234,G1183,9994136524,user234@gmail.com,192.168.77.112,Bangalore,KOTAK788049,DEV9536,Trader,1137545,5413951,68135,2,2,43,0,29,Yes,470106,No,0
C1235,G880,9687507560,user235@gmail.com,192.168.64.113,Chennai,SBI477214,DEV4919,Investor,2292042,9693169,84974,1,1,43,0,15,Yes,756765,No,0
C1236,G789,9296284956,user236@gmail.com,192.168.100.103,Pune,KOTAK711248,DEV6703,Trader,3914700,7802338,62510,4,1,9,0,40,No,348313,No,0
C1237,G400,9433744956,user237@gmail.com,192.168.34.45,Kolkata,AXIS495397,DEV8923,Retired,1461658,8572371,685766,3,21,48,2,42,Yes,2452880,No,1
C1238,G1495,9492684748,user238@gmail.com,192.168.88.118,Kochi,ICICI532459,DEV6785,SelfEmployed,829434,9086117,40479,2,2,29,0,19,Yes,889030,No,0
C1239,G970,9266564581,user239@gmail.com,192.168.37.24,Kolkata,HDFC623238,DEV4271,Business,3468844,2275551,56788,3,6,27,0,22,Yes,241663,No,0
C1240,G912,9246109712,user240@gmail.com,192.168.26.214,Delhi,AXIS489227,DEV6167,Student,3586574,3617171,37967,0,2,36,0,39,No,94316,No,0
C1241,G1483,9983554847,user241@gmail.com,192.168.66.72,Kolkata,KOTAK464158,DEV7450,Retired,2463049,10674836,43618,0,9,32,1,39,Yes,84144,No,0
C1242,G824,9749734394,user242@gmail.com,192.168.67.118,Pune,ICICI296243,DEV9987,Trader,670620,1198306,65247,3,10,11,1,28,Yes,692544,No,0
C1243,G614,9197475805,user243@gmail.com,192.168.27.108,Pune,HDFC682316,DEV8081,Retired,1165624,18441657,393212,9,10,66,1,71,No,1258678,Yes,1
C1244,G679,9000003657,user244@gmail.com,10.0.15.2,Mumbai,HDFC162952,DEV4530,Retired,1722573,22347875,659921,7,20,49,2,70,No,500107,No,0
C1245,G1345,9103403365,user245@gmail.com,192.168.58.191,Pune,SBI468145,DEV4259,SelfEmployed,2779101,7055937,104452,4,9,21,1,6,Yes,481762,No,0
C1246,G992,9381295430,user246@gmail.com,192.168.42.173,Coimbatore,ICICI542306,DEV7631,Retired,4689393,8498243,30554,3,10,23,1,14,Yes,225715,No,0
C1247,G176,9000002621,user247@gmail.com,10.0.9.9,Pune,ICICI884225,DEV9535,Student,505509,57676384,860930,24,56,120,6,98,No,4732078,Yes,1
C1248,G312,9000006304,user248@gmail.com,192.168.11.54,Mumbai,ICICI748127,DEV3544,Salaried,1232664,8456419,200195,3,20,65,0,36,No,1965191,Yes,0
C1249,G427,9475839885,user249@gmail.com,192.168.17.135,Mumbai,KOTAK726612,DEV8480,Investor,459918,6179605,474175,7,20,59,4,52,No,2165814,Yes,0
C1250,G1355,9573146349,user250@gmail.com,192.168.40.233,Pune,HDFC418319,DEV1172,Salaried,4640387,10054128,69540,0,8,24,1,31,Yes,322427,No,0
C1251,G541,9738487369,user251@gmail.com,192.168.62.77,Chennai,HDFC849666,DEV7385,Retired,1302688,14828851,342446,2,22,53,1,61,No,2133356,No,0
C1252,G341,9257227536,user252@gmail.com,192.168.79.207,Hyderabad,AXIS747736,DEV8418,Trader,997010,22849087,381880,8,11,84,0,46,No,873042,No,0
C1253,G310,9000003566,user253@gmail.com,10.0.3.9,Hyderabad,AXIS426711,DEV9165,Trader,964543,9195619,559713,2,12,35,1,35,No,2370222,Yes,1
C1254,G733,9354601784,user254@gmail.com,192.168.11.216,Mumbai,AXIS968485,DEV1206,Salaried,1070083,5471188,112871,0,9,35,0,17,Yes,312227,No,0
C1255,G1154,9265388382,user255@gmail.com,192.168.95.255,Chennai,HDFC759726,DEV1691,Investor,2270841,8731522,34631,4,4,35,1,24,Yes,388756,No,0
C1256,G627,9000007177,user256@gmail.com,192.168.28.250,Bangalore,SBI144033,DEV8786,Investor,894856,19568047,440277,2,10,80,2,72,Yes,801846,No,0
C1257,G792,9267063493,user257@gmail.com,192.168.21.128,Bangalore,HDFC432125,DEV6690,Retired,3438890,11487980,25742,0,6,14,0,13,No,561540,No,0
C1258,G722,9740076530,user258@gmail.com,192.168.49.92,Mumbai,HDFC670027,DEV6696,Trader,2702992,1662507,137219,3,9,23,1,17,No,644229,No,0
C1259,G607,9595411648,user259@gmail.com,10.0.16.1,Mumbai,SBI749838,DEV6965,Retired,1342426,14921128,376141,10,16,59,0,75,Yes,2422140,No,0
C1260,G333,9578700154,user260@gmail.com,192.168.25.135,Ahmedabad,HDFC287316,DEV1512,Business,1556511,10171795,396882,7,18,71,2,42,Yes,703728,Yes,0
C1261,G802,9034163406,user261@gmail.com,192.168.74.165,Kolkata,AXIS972496,DEV2310,Student,4709659,9821818,77092,0,6,19,0,5,Yes,268877,No,0
C1262,G1462,9956092586,user262@gmail.com,192.168.54.211,Pune,KOTAK201836,DEV2658,Investor,1089056,11350423,79681,4,1,9,1,9,Yes,276387,No,0
C1263,G895,9207360430,user263@gmail.com,192.168.68.169,Delhi,HDFC930956,DEV3955,SelfEmployed,2100704,10368791,118838,0,10,27,1,32,No,159159,No,0
C1264,G1374,9169840673,user264@gmail.com,192.168.69.154,Ahmedabad,HDFC690500,DEV9939,Business,3555508,6287423,95106,2,7,45,1,25,No,687967,No,0
C1265,G1463,9272826122,user265@gmail.com,192.168.47.247,Ahmedabad,ICICI106887,DEV5920,Business,4353900,7662074,10051,0,5,43,0,38,Yes,191647,No,0
C1266,G723,9828416590,user266@gmail.com,192.168.89.211,Hyderabad,ICICI484914,DEV5093,Business,4888856,10333552,50557,0,1,34,1,14,No,195131,No,0
C1267,G795,9612555926,user267@gmail.com,192.168.52.146,Delhi,KOTAK500080,DEV2285,Retired,1247613,6447428,136493,1,8,41,0,24,Yes,89186,No,0
C1268,G1043,9373587211,user268@gmail.com,192.168.56.107,Bangalore,KOTAK256846,DEV6354,SelfEmployed,2501845,11951817,12997,3,1,24,0,25,Yes,616157,No,0
C1269,G645,9421854587,user269@gmail.com,192.168.77.148,Coimbatore,KOTAK518582,DEV5301,Salaried,588917,12451957,552917,6,17,39,1,56,No,646219,No,0
C1270,G1493,9749332765,user270@gmail.com,192.168.17.196,Mumbai,KOTAK358207,DEV4970,Salaried,4634270,10383432,61932,3,7,41,0,40,No,695919,No,0
C1271,G1032,9735231799,user271@gmail.com,192.168.74.23,Bangalore,ICICI277477,DEV6729,SelfEmployed,4069377,8105832,105752,2,4,25,1,6,No,857069,No,0
C1272,G1152,9048186901,user272@gmail.com,192.168.30.52,Pune,ICICI827497,DEV2823,Trader,1908549,2439727,39457,0,4,44,0,23,No,64400,No,0
C1273,G1040,9224422284,user273@gmail.com,192.168.95.138,Delhi,KOTAK795759,DEV9631,Salaried,2309609,10167477,147171,2,9,35,0,6,No,444900,No,0
C1274,G446,9000004315,user274@gmail.com,10.0.19.6,Chennai,KOTAK844162,DEV2631,Trader,539665,18040767,384489,7,8,31,2,76,No,1921195,Yes,1
C1275,G1245,9094511472,user275@gmail.com,192.168.24.51,Coimbatore,AXIS880550,DEV3572,Salaried,4441867,10406775,15633,0,4,38,1,26,No,563731,No,0
C1276,G1064,9671336642,user276@gmail.com,192.168.39.61,Coimbatore,ICICI511929,DEV3248,Salaried,2914234,2040350,77549,3,1,40,1,19,No,209077,No,0
C1277,G1395,9657611451,user277@gmail.com,192.168.81.176,Delhi,HDFC316800,DEV3270,SelfEmployed,4100845,5032585,50042,3,5,43,1,33,Yes,618573,No,0
C1278,G1017,9739305702,user278@gmail.com,192.168.91.231,Coimbatore,SBI293079,DEV6203,Retired,1734580,8215281,48050,4,3,25,0,40,Yes,608850,No,0
C1279,G1484,9342188032,user279@gmail.com,192.168.53.247,Kolkata,KOTAK746915,DEV5372,SelfEmployed,3144668,8432381,81774,1,4,11,0,16,Yes,77470,No,0
C1280,G937,9738066391,user280@gmail.com,192.168.4.92,Bangalore,AXIS244192,DEV3683,Business,4598029,3249600,141681,4,8,28,0,29,Yes,565318,No,0
C1281,G8,9000004315,user281@gmail.com,10.0.12.7,Delhi,AXIS358771,DEV8005,Student,412686,23727930,438697,10,43,180,9,92,Yes,3725422,Yes,1
C1282,G1090,9773309842,user282@gmail.com,192.168.41.101,Kochi,AXIS870881,DEV1643,SelfEmployed,923061,9735042,38656,3,8,7,0,38,No,613996,No,0
C1283,G1346,9052930584,user283@gmail.com,192.168.25.75,Ahmedabad,KOTAK249149,DEV8595,Retired,3939000,6109570,84950,3,3,32,1,8,No,773468,No,0
C1284,G257,9000004741,user284@gmail.com,10.0.6.2,Kochi,KOTAK847251,DEV4308,Student,772949,19080277,1124320,18,35,127,2,75,Yes,4805749,Yes,1
C1285,G655,9763934819,user285@gmail.com,192.168.16.24,Bangalore,SBI905579,DEV3799,Trader,1881064,20079308,480573,3,21,75,3,67,Yes,970667,No,1
C1286,G375,9000004557,user286@gmail.com,192.168.40.187,Ahmedabad,AXIS669902,DEV1094,SelfEmployed,1005616,11063152,223264,4,11,30,4,51,No,351203,No,1
C1287,G602,9487197988,user287@gmail.com,192.168.11.154,Kochi,SBI785010,DEV6718,Salaried,413784,13211211,673929,6,24,70,4,48,Yes,505180,Yes,0
C1288,G1384,9620722322,user288@gmail.com,192.168.78.77,Pune,AXIS885734,DEV6901,Salaried,1335703,1822609,38544,3,3,15,1,40,Yes,236037,No,0
C1289,G1031,9395748400,user289@gmail.com,192.168.49.210,Bangalore,KOTAK533856,DEV9595,Business,4184652,10235372,27019,2,8,13,0,22,Yes,395200,No,0
C1290,G812,9613500721,user290@gmail.com,192.168.94.251,Coimbatore,KOTAK471042,DEV3125,SelfEmployed,1335427,9114518,85284,3,10,25,1,38,No,653080,No,0
C1291,G1348,9534445451,user291@gmail.com,192.168.64.207,Mumbai,HDFC938403,DEV7793,Student,2552210,5873580,60739,0,2,6,1,12,Yes,823291,No,0
C1292,G587,9227996120,user292@gmail.com,10.0.6.7,Hyderabad,AXIS859584,DEV1477,Retired,933552,7276200,422722,6,21,65,2,35,Yes,777465,No,1
C1293,G474,9514438586,user293@gmail.com,192.168.5.166,Mumbai,KOTAK661916,DEV1306,Business,1409769,10213898,582992,10,15,59,3,38,No,2485539,No,1
C1294,G1063,9071095709,user294@gmail.com,192.168.20.72,Chennai,ICICI839525,DEV6152,Investor,3445016,7295495,53507,4,10,29,0,12,Yes,870347,No,0
C1295,G345,9255166423,user295@gmail.com,192.168.39.56,Coimbatore,KOTAK261562,DEV4116,Trader,1034007,10872453,217683,7,6,79,1,40,No,2161323,Yes,1
C1296,G1237,9333245127,user296@gmail.com,192.168.100.84,Mumbai,SBI426087,DEV1721,Investor,1424193,9659503,44791,1,1,34,1,38,Yes,171462,No,0
C1297,G324,9000005038,user297@gmail.com,10.0.9.8,Delhi,HDFC386929,DEV2875,Salaried,1072934,11729526,301898,6,13,64,2,63,Yes,793463,No,0
C1298,G480,9291039983,user298@gmail.com,10.0.9.1,Kochi,SBI593602,DEV1826,Salaried,913435,10747034,174703,6,24,87,2,69,No,2160793,Yes,0
C1299,G219,9000000964,user299@gmail.com,10.0.6.1,Kochi,SBI892453,DEV8629,SelfEmployed,667493,51360222,1045798,14,36,174,5,92,Yes,5475195,Yes,1
C1300,G240,9000009044,user300@gmail.com,10.0.13.9,Hyderabad,AXIS292259,DEV6412,Retired,688003,41577799,785897,12,24,180,6,99,No,4048834,Yes,1
C1301,G731,9070185347,user301@gmail.com,192.168.61.29,Pune,AXIS957266,DEV2752,Trader,4615224,8738351,54774,2,6,43,0,37,Yes,157932,No,0
C1302,G1246,9494967982,user302@gmail.com,192.168.52.152,Kolkata,HDFC953452,DEV8063,Retired,2601314,11416551,73882,4,3,35,1,9,No,407264,No,0
C1303,G1051,9584681287,user303@gmail.com,192.168.89.61,Mumbai,SBI961953,DEV8294,Business,1253425,10633280,137567,0,10,43,1,25,No,632051,No,0
C1304,G772,9642375910,user304@gmail.com,192.168.14.176,Kochi,HDFC792984,DEV3444,Student,3778535,6492998,139576,0,2,18,0,5,No,843853,No,0
C1305,G1292,9480134151,user305@gmail.com,192.168.26.53,Pune,HDFC993916,DEV5819,Salaried,3114362,10567650,89835,3,6,10,0,37,No,473831,No,0
C1306,G755,9000905503,user306@gmail.com,192.168.91.144,Pune,AXIS525756,DEV7251,Student,1520216,5734685,18174,1,7,42,1,25,Yes,796348,No,0
C1307,G1187,9149324059,user307@gmail.com,192.168.25.143,Kolkata,SBI250990,DEV8974,Investor,3622313,8000050,50440,2,3,13,0,9,No,729885,No,0
C1308,G840,9090906681,user308@gmail.com,192.168.18.165,Kolkata,AXIS472566,DEV4698,Business,4425445,11140644,121595,4,3,34,1,40,No,521907,No,0
C1309,G1292,9534891964,user309@gmail.com,192.168.94.61,Coimbatore,KOTAK604923,DEV2311,Business,2858636,7892714,106198,0,1,41,1,28,No,168661,No,0
C1310,G781,9561950074,user310@gmail.com,192.168.79.23,Delhi,SBI591644,DEV8438,SelfEmployed,4563211,11580766,30468,4,10,24,0,26,No,611023,No,0
C1311,G1040,9452062605,user311@gmail.com,192.168.46.246,Hyderabad,AXIS706224,DEV3770,SelfEmployed,3026056,3810320,19260,4,5,41,1,8,Yes,709868,No,0
C1312,G999,9868545231,user312@gmail.com,192.168.95.160,Chennai,KOTAK394620,DEV5509,Retired,3005984,9132926,31629,1,9,9,1,21,No,188976,No,0
C1313,G58,9000003456,user313@gmail.com,10.0.17.8,Mumbai,SBI459502,DEV2382,Business,668349,34814631,667839,13,59,100,9,75,Yes,5424058,Yes,1
C1314,G1471,9443399405,user314@gmail.com,192.168.99.99,Delhi,SBI155074,DEV3745,Student,4292539,11696727,53852,1,10,27,0,21,No,842182,No,0
C1315,G1188,9801173040,user315@gmail.com,192.168.97.237,Coimbatore,AXIS500560,DEV6172,SelfEmployed,2560093,7371999,112254,3,5,14,1,5,Yes,352820,No,0
C1316,G273,9000005107,user316@gmail.com,10.0.13.3,Kochi,KOTAK907924,DEV4193,SelfEmployed,485831,32479282,866914,13,21,102,8,84,No,3028339,Yes,1
C1317,G885,9336370919,user317@gmail.com,192.168.71.3,Chennai,ICICI364132,DEV4163,Salaried,1170022,1200679,117806,0,9,11,1,27,Yes,280074,No,0
